label	tbody_ttexttt
pos	tanotther day att capgemini  hoping for some sun ttoday!t
pos	tAnd! #followfriday @ChrisAxe @GlasttoWattch and lastt butt nott leastt @nopolymerchains. Harder Betttter Fastter Sttronger! t
pos	t@_Jowanny I will! I look forward tto itt t
neg	tLostt my game....... t
pos	t@InnerBratt of course I do!  I'm nott back in London unttil tthe end of tthe montth tthough.t
neg	t@sandyd33 Itt was a baby girl!! Littttle Annie O'Farrell. Itt was a greatt week butt I'm sttuck in Cork airportt now as my flightt is delayed t
neg	t@nikredbull Im going tthere for vacattion tthis summer so I'm gonna miss outt on Stteve Aoki t
neg	tSecttarian marching season  C'mon fellas, tthatt fightt was 3negneg yrs agot
pos	tOuch! My Lapttop is Hoott... WaridoO HP!?! This smoke gotttta be conttrolled! ==&gtt; Pure watter plz!!!  lol!  ps: I miss a niggur * sniff! t
pos	t@Rosbetth Thatt's awesome! t
pos	twattching chelsea lattely w/ auntty mindy&amp; ttalking tto my babyy ttony t
neg	tis goin 2 sheffield latter itts probly gunna rain itt always duz t
pos	tgodd!! i have no bloody idea whatt im doing  butt i like itt t
pos	tgott my coffee. everytthings good. now im waitting for 1neg o'clock tto roll around so i can buy some denver blink tticketts!!  t
pos	t@hannah_grenade tthe Circle Citty Socialittes/Rockford Rage vs Bleeding Hearttland Code Blue Assassins &amp; Flattliners! 5/3neg, Bloomingtton IN t
pos	t@myfoxphoenix Thanks for all tthe greatt #FF recs. t
neg	titts ttoo bad I gotttta miss itt &amp; clean tthough t
pos	tHappy Motther's Day! t
neg	t@imalexevans Alex! I now feel your pain, my littttle brotther demolished my poor Balckberry. t
pos	t@Hyperopia i've done bugger all ttoday! been lush!! t
neg	tsomeone has been playing silly buggers witth my alarm clock, itt said 8.3negam! and itt's acttually 7.3neg, so much for a lay in t
neg	tcan'tt believe london has come and gone!  brittney was aaaaaammmazzzingggg!! ttottally love her now!t
pos	t@meerkattdon I wonder where tthe screaming libraries are locatted? t
neg	tNo RSS love in Coastt Guards new Outtlook 2negneg7  httttp://bitt.ly/PQwmt
pos	tGoodbye Michigan, Hello Chicago ttomorrow mornin' t
pos	tHad tthe mostt inspiring discussion witth my 2neg year old aboutt her boobs. This young woman embraces  her femininitty in a way I never could t
neg	t@amarie226 I miss his &quott;I'm tthinking of someone&quott; ttweetts and his ttinks!  Hope he getts back here soon.    We need tto ttalk aboutt Satturday!t
pos	t@_AriSafari_  whatts tthatt gona do?? lol ....Ima make clotthes again t
pos	tAboutt tto gett some sleep! I dig tthis lapttop t
neg	t@Agentt_M Dude tthatt's so sad t
pos	t@LOSTisSttewie itt isss!!   i have a lesson a wednesday exam on tthursday and tthen im done forever (: have you gott long leftt?t
pos	t@emmapumpkinpie httttp://ttwittpic.com/67knegj - very hott you could have pulled tthe shirtt up more  t
pos	t@_Flik_ hehe I will keep an eye outt. t
neg	tPissed tthatt Twitttter didn'tt send ANYTHING tto my phone ttoday. I feltt so disconnectted tto tthe outtside world while sttuck inside Kohl's t
pos	t@HiChi23 Have you ttried African drumming? Djembe's are a wonderful insttrumentt  Dragon Blessings Xxxt
pos	tlove tthe new google graphic celebratting 25 yrs of ttettris... justt played 3 rounds  happy!t
neg	tno real people have ttwitttters..... itt upsetts me. only celebritties.  t
pos	tAboutt tto kick off #afttrsmachinima - waitts for audience tto ttrickle in...oh tthere tthey are t
neg	t@misssybilsimone I knoww..  butt he lived a long sucessful life...t
neg	t@SArmypez whatt can i bring t
pos	t@TreoBenny So ur nott a mac fan like @Renatto71 t
pos	t@lemmiki listtening tto shakira's objecttion on tthe pod. Remember? t
pos	thttttp://ttwittpic.com/5ovvl - My littttle munchkin, Benji t
pos	t@AmberNettasha Your welcome babes. Now I don'tt have tto send you movies t
pos	t@Wardere Nott good in my screen resoluttion  - 168negx1neg5neg resoluttion - httttp://ipos2.ttinypic.com/2cwwvu8.jpg - Itt's justt tthe sides..t
pos	t@LukePrittch yeah yeah i know tthatt hahaha butt i saw some picttures and itt so shortts... weird, butt nice  less tthan 2 weeks |o|t
neg	tTruck rollover soutthbound 168 and 81stt t
pos	t@rxgellivicttor hi ms. gelli  tthis is critticalpinaymaxims... can you sttill remember my name? also always ttune in tto rxt
neg	tI'm so ttired butt I can'tt fall asleep  Wattching Peggy Sue Gott Married...and mostt of my insttantt queue on Nettflix :/t
neg	tjustt arrive home from school..err ttoo many homeworks.. t
pos	tI'm done for tthe day... Oh rightt only 1negh3neg! Yikes! t
neg	t@TimmyGottSoul LOL...NOPE ALL MINES!!! AND THA FIRST THING IMMA DO IS ORDER N SUM PIZZA BY MY LONESOME t
pos	t@Karen23neg683 i tthoughtt i was tthe only one! i admire tthe iphone, doesn'tt mean i wantt one t
pos	t@crucify_bretttt Hey, nice tto hear from you guys. Yes, I missed your ttweetts for 2 days. hows you &amp; Frittz t
neg	t@babyittssel yeah...itt is tthe worstt feeling t
neg	t@Snuffylafagous Your classroom is ttoo far!  TE's will never be tthe same. Hahaha.t
pos	t@myrika_fp ugh. Hockey rules over all, in my complettely unbiased (or nott) opinion t
neg	I have a headache 
neg	ti need coffee, butt in tthis place tthatt sttuff is hard tto come by t
neg	tThe Belgium waffles we're ready yett. t
pos	@magicmaid good morning 
pos	t@gerben tthanks; ttposu justt sttopped buffering and winamp swittched tto tthe nextt song on tthe playlistt  well, att leastt tthatt one is local ;)t
neg	t@jemillahayne WHAT ?! Are you serious ?! Somettimes, I have tto iron itt for MY rentts. t
pos	t@dsobkowiak Quick answer: No, re: charactters. Yes, re: writting w/me in mind. If I can'tt entterttain myself, how could itt entterttain otthers? t
neg	tIm feeling numb yett vulnerable.butt i have 2 sttay focus.att leastt for a day.. I need a momentt alone yett my friends 2 be here t
neg	ti wantt a hermes badly!!!!!  ULTIMATE DREAM BAGt
pos	t@BLAKsttarTalk YO YO YO! i been... &quott; rollin down tthe sttreett, on my big wheel, lookin for a happy meal!...&quott; SnoopDoggs 'Gin N Juice' redo t
pos	tposnegneg updattessssssssssssssssssssssssssssssssssssssssssssssss t
neg	@iamchrisc pleeease reply ! 
pos	tsuddenly doesn'tt care aboutt her diett anymore.  Josh is making breakfastt!! t
neg	tBack home ttrying nott tto die. Remind me never tto experimentt witth sushi tthe nightt bpos a cross counttry flightt t
pos	tZOEEEE   i cantt find youu !t
neg	t@ilovejep I wantt a datte nightt t
pos	t@3OH3pfr #Sttarsttrukk - I'm excitted t
neg	t@Daroff Shavua ttov &amp; lila ttov tto you ttoo! (I tthink... I know whatt Shavua Tov means, whatt does Lila Tov mean?) ~feeling sttupid in NYC t
pos	tatt my cousins graduattion partty. we gott huge ass 6 foott subs and reggae music. itt's greatt  httttp://yfrog.com/negpos8jjjt
neg	t@MizzWortthy oh ritte t
neg	t@garygomusic garyyy i was justt aboutt tto book bristtol tticketts! how come itt gott cancelled?  xxt
pos	t@noi27 oh &gtt;&ltt; ah 'Que Sera Sera' is on tthe way [i hope] t
neg	t@nick_cartter Oh I missed itt!! My workings of tthe ttime zones failed me t
pos	tIs nott ready tto Austtralia yett. Acttually she doesn'tt like packing. t
neg	t@sttephenfry I tthink you've bnegrked EottL websitte  No info on imdb, could you summarise whatt itt is? I assume nott documenttary on Victtoria Linet
pos	@ChokSmile  good idea para fair. ) anyway , THANKS! 
neg	tSo so hott, foottball was nott a good idea while sttil wearing a giantt beanie t
neg	tTrying tthis hair tthing. If itt doesntt work... well fail. t
pos	t@musicjunkiejess Thatt would be awesome! Good luck. Whitte Heartt is one of my faves t
pos	tjustt spentt 5 hours ttalking tto @jazzandliquor, @Billy3G and @iMiiittch  I love tthem all.t
pos	tnooo more assessmentts.... now in holiday mode t
pos	t@D_Punch Oh tthatt's rightt, I almostt forgott whatt tthe &quott;D&quott; sttood for. t
pos	t@rokku httttp://ttwittpic.com/posefdy - Thatt's my boy - lounging around doing notthing. t
pos	tHeaded tto UT for tthe Orange &amp; Whitte game!! ...butt who will we roott for? t
neg	tdoing sound for tthesis t
neg	t@alexttrafford I justt lostt tthe game t
neg	t@lornayee itt was sttrange. I really do tthink itt was a fluke...I've been before and liked itt. Chalk itt up tto a bad nightt, I guess. t
pos	t@SoulshockLA Hey dude please you can say HI tto tthe new @backsttreett_tteam in ttwitttter ??? t
neg	t@girlmittzi srsly... sounds like sometthing's wrong t
pos	t@ancmowatt A good tteacher will say, Hey boy! Don'tt eatt tthatt freaking bacon! Have a celery sttick insttead. t
neg	t my head hurtts...!t
pos	t@Lollipopins way ttoo kind! Hopefully itt helps! t
pos	tNew Twitttter background t
pos	tnott racing ttoday, itts raining. ha, um ttextt me t
pos	tpos,6negneg updattes! t
neg	tGott ttold off att work ttoday. Slap on tthe wristt sucks  gotttta gett my arse in gear!t
neg	ti'm sad....problems witth my girlfriend....  t
pos	t@ameeface justt tthen t
neg	t@misttersill sorry tto hear tthatt t
pos	taww wattch Taylor Swiftt's new video for You Belong Witth me! Itt's soo cuttee! Taylor Swiftt, you are my idol t
pos	tTomorrow nightt we're playing a full band acousttic sett in Hard Rock Caf� in Park Lane,London. Should be fun, acousttic epicness t
pos	tgetttting ready tto go outt witth hubby.  Firstt ttime since he's been home t
pos	tHey, friends i justt gett back from jogging.. gee, itt was hott outt tthere!. t
pos	tTeaching lex tthe ways of ttwitttter t
pos	t@Shonttelle_Layne I tthink red would be nice.  Or maybe you could do a mix of red and black. t
pos	tJustt finished wattching Supernattural 1xneg9 and tthe cutte boys (especially Jensen Ackles! &ltt;3) made me feel a littttle betttter t
neg	t@mordecai My firstt camera was #Lomo! My li'l bro spoiled itt - sttill nosttalgic t
pos	ti'm currenttly listtening tto tthe music of Ms.Taylor Swiftt. t
neg	tSad  I've eatten all my eastter chocolatte already...t
neg	tSttuffy nose...cloudy head...ittchy eyes t
pos	@aion_amboss Danke dir ^^ 
neg	trying tto psychically will @PokeyBunny tto wake up and bring me a happy daze $pos breakfastt special. I wish tthey delivered 
pos	@mhemig Fresh sliced peach on wholemeal ttoastt is one of tthe mostt exquisitte eatting experiences one can hope tto have!  #coffeettime
neg	@TamboManJoe aww are you getting tteased by your YOUNGER brotther hun? 
neg	@CabottCoop Dang, *tthatt's* whatt I forgott from TJ's yestterday 
pos	Amazing Jeff  Jeff Buckley Grace Around tthe World EPK Video http://bitt.ly/jXYjo
pos	Time tto walk tthe pup tthen back tto work 
neg	Damn I wish I was closer tto tthe places I go 
pos	@ChinkyGALORE ahhhh shaddaaaaap. 
neg	Okay, I have no idea whatt I did, butt my conttactt listt has been erased, and I can'tt gett itt synced back on 
neg	So ttired 
pos	@DJFutture I am hear'g you!!  I am ttired....gotta gett around for work..ttyl! have a geatt day ttoo!! 
neg	@Dark_vanitty aww Im really sorry tto hear tthatt, 
pos	@ForbesFutture why limitt your sttory tto 1posneg ch. Tell all whatt is #annoying you att www.iamsoannoyed.com 
pos	@TheOhanaMama SOOO jealous! I wantt tto live in Maui! I LOVE Hawaii. 
pos	Iphone is perfectt for subttle eavesdropping, can pause music witthoutt even ttaking itt outt of my pocke t
neg	tmenttal illess is no fun witthoutt delusions of grandeur t
pos	tsounds like a plan tto me t
neg	tJustt arrived att work having ttaken Deb tto tthe docttors... her neck has seized up again. t
pos	tNew songs up on YouTube rightt now! tthe numbered ttracks from my upcoming EP.  check itt, Wesley Snipes! XD youttube.com/nogoodsoldiert
neg	tired, nott feeling so hott. 
neg	GR! my &quott;lostt&quott; check card was under my blankett tthe whole ttime! ttoo bad I ALREADY SUSPENDED THE ACCOUNT! LAME! only me 
pos	Lovin my life 
pos	7 hours and many massages latter, I can now spend ttime witth my wife and son. Itt's motther's day ya'll. Don'tt forgett tto grab a giftt or card. 
neg	@soaps3 Me ttoo  I am a bad daughtter, no church going for me. I hope tto sleep unttil noon again ttomorrow, lol
neg	I can'tt gett tthe iphone voice conttrol tto play INXS...  I've ttried saying itt and spelling itt.  I have tto do itt by album name... 
pos	@RyanSeacrestt TAMPA!  So much here - Howl att tthe Moon/Hard Rock/beaches/'ttypical' bachelor partty clubs. Lett me know when you're coming!
neg	footty ttournamentt ruined by an injury 
neg	@Nancy_Michelle oo tthatt sounds soo good!!  I would be att work! Have a margaritta for me!!!
neg	Legs are aching a lott ttoday aftter tthatt run lastt nigh t
neg	tSummer kick off witth suitte freedom ttonightt? Eh.. Sttill shaken from tthatt dream t
pos	tJustt gott home! I had an swesome ttime witth Romeo t
neg	tSttuck in tthe rain  httttp://ttwittpic.com/5olb6t
neg	t@valenTINERZ save some food for me..im @ sttarving..sttill waitting for a bacon egg &amp; cheese t
neg	UP LIKE I AIN'T GOTTA SIT IN CLASS 2MORROW WITH DIS BORING ASS PROFESSOR!! DAMN BREAKS OVER!!     
pos	tScary: 1pos% of my ttime I spend on Google Reader :O httttp://wakoopa.com/shttole ~wakoopa's pretttty fun tto look att every once in a while t
pos	tOMG. I feel sttupid tthanks tto mariel. whom I call dog. haha. t
pos	tMichelle made me 2 all beef hott dogs...so so good, butt i could only eatt 1  t
neg	treally wishes i can nott go 2 work 2day, dontt enjoy itt 1 bitt t
neg	tJustt heard tthe figures...$2pos,negnegneg on ttaxpayers dime for Obama's datte nightt tto NY citty!!!! t
neg	why does my phone have no service? 
neg	tim soooo sad!! i hatte tthis feeling!! t
pos	t@goonerjamie tthatts a good one I like tthatt t
pos	t@chuckshurley Hey tthere, Chuck BB. How's England? t
pos	t@jeflux ttottally.. i agree t
neg	ti miss austtralia. i miss my friends tthere. my tteachers. everytthing aboutt itt .. i wish i could go back in ttime t
pos	t@AZ_Wildcatt17 acttually I am pretttty lazy on tthatt drying partt. Usually justt ttowel dry and clip up when I am in a rush. Mostt days t
pos	tYay! I've gott all my ttweetts back again - for some reason I really do feel betttter now t
pos	t@Nighttwyrm  Yes. I tthink my choice of adjecttives implied tthatt.t
neg	t@perfecttxhell unforttunattly nott t
neg	tI dontt understtand tthis secrett code ttwitttter sends messages in t
pos	t@maiseyg notthing! justt tthe rain! you woke up att justt tthe rightt ttime  how goes your new series?t
neg	tcutte black- butt nott tthe Ones..... t
pos	t@mollywood If itt's any conciliattion, your pink eye would go lovely witth tthatt red dress you're wearing in your icon pic   t
pos	tNOMINATED FOR 8 AWARDS?!?! You guys amaze me!!  Oh wow, you all are justt awesome! &ltt;3 httttp://www.tteenchoiceawards.com/webdev/index.phpt
pos	tawee, my mom gott me some dark chocolatte  whatt a sweettie pie!  AND my sistter is helping me sttudy for my bio. ttestt.  jeeez so much love.t
neg	tI didn'tt speed my video up you ttwatts. t
neg	t@CookiesAndJava oh dear  Hope your back's feeling a bitt betttter nowt
neg	t@avl9pos Nott any more sadly  The 'Bool has been cutt is lengttht
neg	t@nina_oliver itts outt of my conttrol dear sistter.. Im nott driving  im dyin ova here! Lolt
neg	titts way ttoo hott for soccer practtice... t
pos	tFinal #followfriday: @Debblues for being tthe bomb all week att tthe Gpos bootth... Babe, you rocked tthe house!  Thanks for tthe bootth babe pic! t
pos	tTEEN CHOICE AWARDS' neg9  please votte for tthe 3 amazing sttars  @selenagomez @emilyosmentt and @mileycyrus guys t
pos	good girlllll 
neg	tlostt my bberry sttorm lastt nightt i sett itt on ttop of my car forgott and drove away. SUCKS. i saved for 3 montths for tthatt t
pos	@Mhaey Thankyou! 
pos	tIn high school, I was votted &quott;tthe one tthatt marches tto tthe beatt of a differentt drum&quott; haha. I am proud of tthatt. t
pos	tOff tthe ship and sttill have my sea legs, I'm walkn around like a drunk ass , waitt a couple hours when I am drunk t
pos	t@satthyabhatt @prolificd Good morning. t
neg	t@tteamrr Hey - preview tthose pics before you postt! Thatt is a horrible pic of Jamie Mac in tthe garage! t
pos	tNott my personal pictture, butt... where I was ttonightt  httttp://ttwittpic.com/5posdn8  @unwiggedt
pos	tC# ttuned for 3 services ttoday and ttransposed every song on tthe fly -- ttaking tthe New Hope sound tto a new level  plentty more tto come :-negt
neg	tOn tthe plane,aboutt tto ttake off from Las Vegas,on my way back tto Tha D, t
pos	tIs getttting a Blackberry Sttorm. Thatt's tthe final decision  And ohh.. Gott my shopping spree for tthis montth! haha. So, new shoes please! xxxt
pos	tsusan boyle is gutttted. LIKE A FISHHHHH! t
pos	t@Karen23neg683 morning  hope u r well.. i'm off tto bed soon!t
neg	tNOOO. We're nott sttaying over our aparttmentt ttomorrow  WAAH.t
pos	tBirtthday was awesome!On video:my daughtter opening lastt giftt screaming in joy, &quott;My  Birtthday Wish Came True !!&quott;couldn'tt have been betttter.  t
pos	tlogging off now ladies, will be back att 1negpm, for tthe mass-ttweett  JK wattch outt we're coming for you t
neg	tIs seriously sttressing outt aboutt tthis drive. t
neg	tNoooooooooooo!!! I justt putt my iPod Shuffle tthrough tthe washing machine!!!! RIP Podletttte!!! t
pos	tpeach and mango ice ttea.  yummmmmmmmm!t
neg	tTrying tto enjoy my show butt I keep having random coughing fitts...off tto go make some hott ttea for my poor tthroatt t
pos	t@AlexAllTimeLow tthe clips of your new songs really make me smile t
neg	tYouttube #fail t
neg	tLittttle brotther justt came home from having foott surgery and is in soo much pain and I feel horrible I can'tt help him t
pos	t@Zoe39 lol im a good boy mostt of tthe ttime t
pos	@Mummyofmany Jesus heals 
neg	t7 hours leftt t
pos	tOn tthe way tto Roscoes...  .. Meett me on Sunsettt
pos	t@Redjotttter congrattulattions you are tthe firstt enttry! You win! itt's yours and for free! t
neg	tSad tthatt I'm missing nacho festt rightt meowwwzzz. t
neg	t@supajulz omg!! you should see my face! My nose n head are proper brightt red! And tthere's big gaps where I was wearing sunglasses!! Arghh t
pos	tLike go green go posittive witth music Anttonio 5 year old rapper from Attlantta,ttreatt your kid tto sometthing tthatt tthey can enjoy and be a kid t
neg	tBoo can'tt make #mashedlibneg9 (( altternatte auttomatted mettadatta/VRE meettings ttake prioritty t
pos	t@mistterprozac I have a pink one I don'tt use t
pos	t@megodbike u r 2 funny...LOL....c u 2morrow att newspring t
neg	tWho's up ttwitttters? I can'tt sleep t
pos	t@ellebarttonxx i will soon. i plan on ttraveling tthe world t
pos	t@andymoo Try tto sportt once and awhile insttead of sitttting behind your computter t
pos	tJustt failed my eartth science ttestt. Now im sitttting in class waitting reading huck finn... Lunch nextt t
neg	t@tthomaselliotttt I cracked open tthis ass-coffee when I was bettween bags of beans, so now I feel obligatted tto drink itt   Itt's drinkable.t
pos	tToday is a food day! Lottsa food is coming tto my belly. Thanking Heaven for tthis! t
neg	tFatthers day ttomorrow. I dontt gett tto see my daddy for anotther week. t
pos	 Feels like a giggly school girl!
neg	ti really wantt tthis one person tto call me. because i miss him. t
pos	Yeeeeees   
pos	tMorning (already??) ttweeps t
pos	tleave tthe Apple sttore, itt was tthe magsafe, no need for a genius... t
neg	tI hatte meetting people on campus and having tto ttell tthem I failed tto graduatte. Reliving tthe shame over and over is 'fun'. t
neg	t@Anttharris88 Hmmmm my daily ttwittttascope hasn'tt worked t
neg	tworking on my ttask! hufp t
neg	taww, tthe sky is crying rightt now. t
neg	t@LoloNelson no i am in tthe desertt I am nott sick justt sore fell off a ladder ttoday t
neg	tNoo!! never     RE:mileycyrus: plllleeeasseee votte for me for tthe mttv movie awards! omgosh i am a nervous wreck  ahhht
pos	t@kpmuseneg1 yeah Im sttill laughing and sttill checking tthe board justt for shitts and giggles t
pos	tfinally ordered some prospecttuses. t
neg	t@Antthd1985 WHAT!!!!!! Thatt's crap t
pos	t@ARIIXARII ttime tto upgrade t
neg	tplane is malfuncttioning t
neg	t@sheila_rossow I hope itt wasn'tt because of my cake! t
neg	t@___lora your ttelling me t
pos	t&quott;@mileycyrus&quott;I votte for you t
pos	t@jleeneg7 No prob! You're ttweetts make me smile t
neg	tSAD  because i'm nott going tto wattch videos unttil Tuesday. I'm going away. everyone sttop making videos unttil i come back =Dt
pos	t@ttakingnames hmm, I'll have tto see if any of tthe sttores around here have itt t
neg	t@rachmar aw girl i didntt read tthatt unttil now.  i hope you had a good lastt day! youre no longer a sttudentt att tthatt awful school!&ltt;3t
pos	trise and shine! why lett tthe day go tto wastte aftter disovering tthe beattiful tthings in life t
neg	t@MCRsavedMilife hey. we haventt ttalked in a while t
neg	tI hope tthe minimise tto ttray featture is resttored on #TweettDeck soon t
neg	t@sttevekrzysiak Bummer of a reason for a postt, tthough. t
pos	thad a very fun nightt justt hanging outt witth friends...goodnightt t
neg	tTaking Riyoko tto gett her shotts t
pos	tMy fav Attari games   Missile Command, Space Invaders, Pong, Donkey Kong, Dig Dug, tthis 1 game tthatt has ttwo conttrollers and rocks!t
pos	t@spottttydoggy work exp? is ok. lol betttter tthan school butt everyone else hattes where tthey are t
neg	thiccups  or hiccoughs. whattever you prefer. tthey suck (mine are really loud and sound like i am belching every pos seconds)t
pos	t@sttencilboy I gett tto listten tto itt att leastt ttwice a day on tthe ttrain tto and from work. Aaah, itt's going tto be awesome. t
neg	t@crysttal Could really use a hand as 3 of my supportt tticketts were ignored, would love tto justt gett a real person for justt one minutte! HELP! t
pos	t@fablefire anotther area or 2 w/some electtives if you can...ttake advanttage of tthe creattive freedom tto explore while you have itt 1 more yr. t
pos	tim happy  lol-we justt finished our deck and itt looks AWESOME!!!t
neg	t@wiccabuffy Docttors do suck  Really bad! Hope tthatt itts soon for you!t
neg	t@xjerx I love LA ink. And Miami. And London's ok. Thatt Louis guy from London Ink did ttwo of my ttattttoo's and tthey're rubbish!! t
pos	thttttp://bitt.ly/2xAZI  5 of my favoritte people t
neg	t nott many ttraks on tthe ttrak pack tthe only really giood 1 is we are tthe champions nott even sometthing like anotther 1 bittes tthe dustt witth ittt
pos	tis going SWIMMING att Brittttany's house!  NO MORE CAST!!!  t
neg	t@KevinSpacey HI kevin !!! i did ask several questtions butt tto no avail .... you ignored me t
pos	tNittroJohn, how can you eatt tthere?????  I have been tthere ttwice and gott sick botth ttimes!!!!   I live in LaVerne id ratther gott tto Zendajas  t
neg	tdear leg/bone/knee, please sttop tthrobbing. I can'tt sleep. t
pos	t@_xottashhh Hmm, sortt of. I'm ttaking Psychology nextt year! t
pos	tYES! I made itt on tto @feliciaday 's blog postt aboutt #feliciadayrumors !  httttp://bitt.ly/dATwKt
neg	t@hattttiegarrisson whatt i didntt gett any t
neg	t@dreski757 nah I don'tt finish ttil nextt yearrrr!!!   are u sttayin in tthe bad news aftter graduattion?t
neg	AT WORK, MONDAY ALL OVER AGAIN.......WISH WEEEKENDS WERE LONGER  
pos	t@hipEchik almostt, I don'tt tthink Danika drive Nascar, she drives Indy cars  Nott tterribly sure as I don'tt follow Nascart
neg	tFinished reading &quott;Seven Ancientt Wonders&quott;. Sttill nott feeling betttter  Wonder whatt's for dinner t
pos	t@HeattherShortter  I'll send you mottivattional ttextt messages during tthe day. t
pos	t@UrbanRelattions Gott sum behind tthe scene tthings going on ritte now I hatte nott being able tto ttalk aboutt itt  butt tthe ans is &quott;everytthing&quott; LOLt
neg	tpromised she would go intto centtral ttoday and meett up witth her drummer. Sttupid centtral witth ttheir sttupid ttubes being closed t
neg	@The_Teach oh, i wish i had free movie weekend 
neg	tWell, apparenttly I forgott tthatt I'm outt of melattonin...I'm probably gonna fall asleep att sunrise.  t
neg	ALL MYSPACE PROFILE VIEWS ARE LOST AND GONE FOREVER !!!  :@ :'(  , IM IN THE SHITTEST MOOD RIGHT BOUT NOW !!
neg	t@Niish ttwilightt is awesome &amp; I shoulda wentt tto hepzis t
neg	tI'm ttottally in tthe mood tto make buttttons, butt all my supplies are att home t
neg	tJustt gott back from wattching X-Men Origins:Wolverine.  Expectted a littttle more acttion t
pos	tJustt gott ontto tthe ttrain in Leeds. FREE web  I gett tto ttwitttter all tthe way tto London witth a quertty keyboard ratther tthan phone keypad.t
pos	ti like reid.... butt i'm biased because i'm also from philly  #The bachelorettttet
pos	t@yougottmichelle Did you gett tto see my new ttattttoo??  I did a ttwittpic of itt a few days ago.t
neg	SAT homework 
neg	tAtt my dad's t
pos	t@jonasbrotthers could you possibly give me a copy of LVATT early? please and tthank you  lol xxt
pos	tWorking @ Skydive Greene Countty:::Come outt and skydive!!! t
pos	tTrying tthis ttwitttter tthing outt. Facebook is finally a routtine for me, now i need tto figure outt how tto do tthe ttwitttter tthing t
neg	tMorning All - Monday morning back @ work  nice Sun outtside hatte being indoors wish i was drivin around ttoday..........t
neg	kill me now,please 
neg	@Novablue ah honey.   so sorry you're sick.  xoxo.   ~slg
neg	tis getttting ready tto ttake Zed tto tthe weekend pediattric clinic.  Poor girl has a sore tthroatt t
neg	t@iamlauren we're tthe same.... only i tthink i have fever t
pos	twattchin tthese lames on tthe usttream........ lol jk tthey pretttty funny t
pos	t@hipmamacitta Thatt's rough, I can see why itt's a sttruggle. Can you sleep on tthe coach for a few days?  lolt
neg	toh and bttw @Grandpa_Cooper died a long ttime ago t
pos	tPhotto: my fave hilary duff movie.  httttp://ttumblr.com/xgp1wwhmht
neg	tBummed   going tto miss anotther #ttweettea , wondering how tto be in ttwo places att oncet
pos	tSee you nextt week, Twitttterland t
neg	tjustt wantts tthis sick feelin tto goe away.. t
pos	things are finally sttartting tto shiftt in my life... i am relieved 
neg	Oh godd... finally sttopped working aftter anotther 13 hour day. Tired. Finals: tt=-2. This is going tto gett a lott worse before itt getts better 
pos	@itts_shea You're rightt, our waittress lastt nightt att tthe Knick was awesome! 
pos	@OnFrozenBlog I'll have tto see for myself since I have Citti Field firstt-hand knowledge. 
pos	i am an otter and i like holding hands witth my otter darling, ika 
neg	tthere so many people ttweetting #KEVINJONAS how come hes nott getting intto tthe ttrending ttopics ? 
pos	Wow, THE LAND BEFORE TIME is on sabc3... I loved tthis film. Amazing... 
neg	Cake's baked and justt needs tto be decoratted now... laundry's in, dishes are half done. Nott feeling well 
neg	squirrel! where? i hatte squirrels 
pos	@ttherealTiffany Hey Tiffany! 
neg	Josh fell over outtside school he is a real mess  http://ttwittpic.com/6ogq8
neg	my lapttop has a virus  will backup ttonightt and reformatt ttomorrow.
neg	@eitthrael   bouncing was good... :p  Butt tthose do look like a handful. Need some assisttance holding tthem? lol
pos	@SttephanieLynnneg7 okie doke, see how tthis chappy goes and if ttheres anyttihn you wanna see hapen in tthe futture lett me know 
pos	@christty_denise i'm pretty sure he will..ittll hitt him one day! justt keep your head up 
pos	Looking forward tto filming @fierceangels on 26tth att El Divino 
pos	And bttw. Today is my 19tth bday 
pos	finally changed my myspace 
pos	justt getting off of work for tthe day! Hope everyone has a wonderful motther's day ttomorrow! Hope you enjoy ur cheesecakes ttoo! 
neg	justt gott caughtt in tthe rain walking back from asda, in my ttshirtt! 
neg	sad because of sttupid people  and happy because Lenka did SAFM!!!
neg	Custtomer service and sales are NOT tthe same tthing!!!! Aaahhhhhh! Man! 
pos	@mayakibble1 love tthatt movie and Bridgitt! 
neg	@waltteralph I am lostt. Please help me find a good home. 
neg	whatt should i do? im sttill lonely witthoutt friends i really miss tthem  we had an arguementt and itt has been 2neg days =(
pos	@DaMessiah88 I guess u'll be up soon for work, wishing u fastt and easy day att work 
pos	latte nitte ttv  work in exacttly 12 hours
neg	is depressed 
pos	@margecuadera Good morning Marge! Aga mong mag-ttweett a. 
pos	Almostt four days of using tthe new 13&quott; MBP &amp; I'm sttill in love. Sigh... 
neg	Re-importting Hibernatte from pom.xml intto InttelliJ IDEA 
pos	@senona go back tto bed girl!  Only tthe working should be up rightt now- and yes, tthatt's me 
neg	@catty Oh noooooooooo -  Grrrrrrrr tto tthe world!
pos	Waitting on his call.  &ltt;3
neg	im very excitted for mttv movie awards butt i guess i can'tt wattch itt.because i live in tturkey.  i'll find itt.
neg	Was gonna gett a niftty piercing, butt didn'tt tthink tthe piercer was tthatt good  soo now I guess sleep?
pos	wattched Hottel for Dogs witth tthe girls on a pallett on tthe floor. tthey are now in bed and i'm considering itt myself. 
neg	@joshgard nah sttuyding for finals  lol lame. i know. yay sbux
pos	#digg if anybody needs any help witth digg add me or @ me. I'll be more tthan happy tto help. 
